医療機関名,正規化住所,郵便番号,電話番号,オンライン予約用ページアドレス,相談センター等からの紹介,自院患者,濃厚接触者,小児,妊婦,区市町村,行政コード,大字,それ以降の住所,ビル名・階数・部屋番号,PCR,抗原定量,抗原定性,鼻咽頭,鼻腔,唾液,その他,月（午前）,月（午後）,火（午前）,火（午後）,水（午前）,水（午後）,木（午前）,木（午後）,金（午前）,金（午後）,土（午前）,土（午後）,日（午前）,日（午後）,対応できる外国語,診療検査日時が祝日の場合,それ以降の住所,,
工藤クリニック,,175-0082,03-3936-0068,,,1,,,,板橋区,13119,高島平二丁目,32街区2号棟102号,,1,,1,1,,,,,14:00~16:00,,,,,,,,,,,,,,,高島平二丁目32街区2号棟102号,35.78642,139.66258
医療法人社団 橋本小児科医院,,157-0072,03-3482-4668,,,1,,2,,世田谷区,13112,祖師谷,3-37-5,,1,,1,1,1,1,,11:00~12:00,,11:00~12:00,,11:00~12:00,,,,11:00~12:00,,,,,,,,祖師谷3-37-5,35.64608,139.60735
穂坂クリニック,,142-0062,03-3781-1351,,,1,,,,品川区,13109,小山,3-24-6,,1,,,,,1,,13:00~13:30,18:00~18:30,13:00~13:30,18:00~18:30,13:00~13:30,18:00~18:30,13:00~13:00,,13:00~13:30,18:00~18:30,13:00~14:00,,,,,,小山3-24-6,35.61882,139.70444
医療法人社団一翔会増田小児科,,130-0005,03-3622-9641,,,1,,2,,墨田区,13107,東駒形,1-19-8,,,,1,1,1,,,11:00~12:00,5:00~6:00,11:00~12:00,5:00~6:00,11:00~12:00,5:00~6:00,,,11:00~12:00,5:00~6:00,11:00~12:00,,,,,,東駒形1-19-8,35.70632,139.79955
まる福ホームクリニック,,116-0011,03-6807-9810,,,1,1,,1,荒川区,13118,西尾久,4-27-3,,1,,1,1,1,1,,,,,16:00~17:00,,,,,,16:00~17:00,,,,,,,西尾久4-27-3,35.74561,139.75786
医療法人社団 和威会 和光内科胃腸科,,206-0055,042-311-7311,,,1,,,,多摩市,13224,永山,2006/6/1,,1,,,,,1,,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,12:00~13:00,,,,,永山６-６-１,35.61892,139.45064
耳鼻咽喉科なかむらクリニック,,203-0043,042-476-4133,,,1,,1,,東久留米市,13222,下里,2002/8/21,クリニックシテイ２F,,,1,1,,,,11:45~12:45,,11:45~12:45,,,,11:45~12:45,,11:45~12:45,,11:45~12:45,,,,なし,,下里2-8-21 クリニックシテイ２F,35.7537,139.49626
葛西よこやま内科・呼吸器内科クリニック,,134-0084,03-3877-1159,,1,1,1,1,1,江戸川区,13123,東葛,5-1-2第二吉田ビル3階,,1,,,1,1,1,,12:30~13:00,,12:30~13:00,,12:30~13:00,,,,12:30~13:00,,,,,,,,東葛5-1-2第二吉田ビル3階,35.66831,139.87656
医）章黎会よしだ内科クリニック,,176-0021,03-3577-3252,,1,1,1,,,練馬区,13120,貫井,2001/12/5,,1,,1,,1,1,1,,,,,,,,,,,,,12:00~13:00,,なし,,貫井1-12-5,35.73847,139.62834
中河原内科クリニック,,183-0034,042-351-0267,,,1,,,,府中市,13206,住吉町,1-84-1-102,,1,,1,1,1,1,,12:00~13:00,,12:00~13:00,,12:00~13:00,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,,,住吉町1-84-1-102,35.66021,139.45845
医療法人社団健身会 さくら中央クリニック,,154-0014,03-6413-9290,,,1,,,,世田谷区,13112,新町,2002/6/6,,1,,1,1,1,,,9:00~11:00,,,,9:00~11:00,,,,,,,,,,,,新町2-6-6,35.62757,139.64949
医療法人社団大富会 田中医院,,114-0016,03-3913-6627,,1,1,,,,北区,13117,上中里,2003/6/16,,1,,1,1,1,1,,12:00~13:00,5:30~6:30,12:00~13:00,5:30~6:30,12:00~13:00,,12:00~13:00,,12:00~13:00,5:30~6:30,12:00~13:00,,,,,,上中里3-6-16,35.7446,139.74756
医療法人社団吾勢会 指田医院,,188-0011,042-461-1128,,,1,,,,西東京市,13229,田無町,2004/2/11,,1,,1,,1,1,,11:00~12:00,,11:00~12:00,,11:00~12:00,,,,11:00~12:00,,,,,,,,田無町４-２-１１,35.72835,139.54347
中山医院,,152-0023,03-3723-0768,,1,1,1,,,目黒区,13110,八雲,2001/11/21,,1,,1,,1,1,,11:00~12:00,4:00~5:00,11:00~12:00,4:00~5:00,11:00~12:00,4:00~5:00,,,11:00~12:00,4:00~5:00,11:00~12:00,,,,日本,,八雲1-11-21,35.62399,139.67122
光が丘整形外科,,179-0073,03-5971-2602,,,1,,,,練馬区,13120, 田柄,#VALUE!,田柄5-28-10,,,,,,,,13:00~14:00,19:00~21:00,,,13:00~14:00,19:00~21:00,13:00~14:00,15:00~17:00,13:00~14:00,19:00~21:00,,,,,,, 田柄5-28-10,35.75779,139.63406
桜が丘内科クリニック,,207-0022,042-569-8632,,,1,,,,東大和市,13220,桜が丘,2-204-3,,1,,1,1,,1,,11:30~12:00,,11:30~12:00,,11:30~12:00,,11:30~12:00,,11:30~12:00,,,,,,日本語のみ,,桜が丘2-204-3,35.73672,139.42088
医療法人社団邦礼会おばら消化器・肛門クリニック,,146-0093,03-3750-8218,,,1,,,,大田区,13111,矢口,2002/11/23,,,,1,1,,,,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,,矢口２-１１-２３,35.56734,139.69249
本庄医院,,169-0051,03-3203-3959,,,1,,1,,新宿区,13104,西早稲田,1-21-2-201,,,,,,,,,12:00~13:00,17:00~18:00,12:00~13:00,17:00~18:00,12:00~13:00,17:00~18:00,12:00~13:00,17:00~18:00,12:00~13:00,17:00~18:00,12:00~13:00,,,,,,西早稲田1-21-2-201,35.71074,139.71715
医療法人社団正裕会 井上レディースクリニック,,190-0013,042-529-0111,,,1,,,2,立川市,13202,富士見町,1-26-9,,1,,1,1,1,1,,9:00~12:00,13:00~17:00,9:00~12:00,15:00~17:00,9:00~12:00,13:00~17:00,9:00~12:00,15:00~17:00,9:00~12:00,13:00~17:00,9:00~12:00,15:00~17:00,,,,,富士見町1-26-9,35.69996,139.39474
医療法人社団奉仁会 赤羽南クリニック,,115-0044,03-5249-5632,,,1,,,,北区,13117,赤羽南,2001/9/11,赤羽南ビル２階,,,1,,1,,,,17:30~19:00,,17:30~19:00,,17:30~19:00,,17:30~19:00,,17:30~19:00,,12:30~13:00,,,,,赤羽南１-９-１１ 赤羽南ビル２階,35.77356,139.72391
医療法人社団悠伸会 城田医院,,171-0052,03-3950-0776,,,1,,,,豊島区,13116,南長崎,2005/5/2,,1,,,,,1,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,,,,,,南長崎5-5-2,35.72456,139.69295
森のクリニック,,144-0051,03-6715-7375,,,1,,,,大田区,13111,西蒲田,2007/1/3,ステラビル西蒲田4F,,,1,1,,,,,16:30~17:30,,16:30~17:30,,16:30~17:30,,16:30~17:30,,,,,,,対応不可,,西蒲田7-1-3　ステラビル西蒲田4F,35.56301,139.71249
すず木小児科・アレルギー科,,184-0004,042-401-2410,,,1,,2,,小金井市,13210,本町,５丁目15-8 ,ラ メゾン ブランシュ ２階-A,,,,,,,,8:00~12:00,15:00~18:00,8:00~12:00,15:00~18:00,,,8:00~12:00,15:00~18:00,8:00~12:00,15:00~18:00,8:00~12:00,,,,,,本町５丁目15-8 ラ メゾン ブランシュ ２階-A,35.70354,139.50734
滝沢耳鼻咽喉科アレルギー科クリニック,,120-0036,03-3888-5397,,,1,,,,足立区,13121,千住仲町,7月7日,,,,,,,,,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,,,12:00~13:00,18:00~19:00,12:00~14:00,,,,,,千住仲町7-7,35.74499,139.80006
祐天寺 たけまさクリニック,,153-0052,03-5768-1336,,,1,,,1,目黒区,13110,祐天寺,2-15-6 ,101,,,1,1,1,,,,12:30~13:30,,12:30~13:30,,,,12:30~13:30,,12:30~13:30,,12:30~13:30,,,,,祐天寺2-15-6 101,35.63608,139.6904
武蔵小山 山内耳鼻咽喉科,,142-0062,03-3788-3387,,,1,,,,品川区,13109,小山,4-8-19， ,ボヌール半地下店舗,1,,,,,,,12:00~13:00,14:00~15:00,12:00~13:00,14:00~15:00,12:00~13:00,14:00~15:00,,,12:00~13:00,14:00~15:00,12:00~14:00,,,,なし,,小山4-8-19， ボヌール半地下店舗,35.61836,139.70309
医療法人社団 静朗会 千葉医院,,112-0011,03-3941-1340,,,1,,1,1,文京区,13105,千石,1-6-16ライズヒル千石101,,1,,,1,,1,,11:00~12:00,6:00~7:00,11:00~12:00,6:00~7:00,,,11:00~12:00,6:00~7:00,11:00~12:00,6:00~7:00,11:00~12:00,,,,なし,,千石1-6-16ライズヒル千石101,35.72614,139.74225
吉澤内科ハートクリニック,,157-0071,03-3789-5502,,,1,,,,世田谷区,13112,千歳台,2-26-20,,,,1,,1,,1,,0:00~1:00,,0:00~1:00,,0:00~1:00,,0:00~1:00,,0:00~1:00,,0:00~1:00,,,,,千歳台2-26-20,35.65002,139.61455
藤林医院,,181-0001,0422-43-4322,,,1,,,,三鷹市,13204,井の頭,2003/12/15,,1,,1,1,1,1,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,日本語のみ,,井の頭3-12-15,35.69473,139.58199
なかお内科クリニック,,206-0802,042-401-5836,https://www.nakao-naika-cl.com/news/2020/546/#OnlineInfo,,1,,,,稲城市,13228,東長沼,7-Apr,京王リトナード稲城3階,,,,,,,,12:00~13:00,19:00~20:00,12:00~13:00,19:00~20:00,,,12:00~13:00,19:00~20:00,12:00~13:00,19:00~20:00,,13:00~14:00,,,日本語のみ,,東長沼３１０７-４ 京王リトナード稲城3階,35.63477,139.50426
医療法人社団緑祐会　吉祥寺駅前クリニック,,180-0003,0422-72-3088,,,1,,,,武蔵野市,13203,吉祥寺南町,2002/2/5,アスコーナミエビル7階,1,,1,,1,1,,,,10:30~11:00,,10:30~11:00,,,,,,,,,,,,吉祥寺南町2-2-5　アスコーナミエビル7階,35.70042,139.58969
医療法人社団慈久会山田外科クリニック,,156-0051,03-3420-2704,,1,1,,,,世田谷区,13112,宮坂,3-46-2,,1,,1,1,,1,,12:00~12:30,18:00~18:30,12:00~12:30,18:00~18:30,12:00~12:30,18:00~18:30,,,12:00~12:30,18:00~18:30,13:00~14:00,,,,,,宮坂3-46-2,35.65516,139.63264
医療法人社団優腎会 優人クリニック,,179-0073,03-5383-6760,,,1,,,,練馬区,13120,田柄,2-52-10 ,第10藤ビル1.3.4.5.6階,1,,,1,,1,,9:00~13:00,13:00~19:00,9:00~13:00,13:00~19:00,9:00~13:00,13:00~19:00,9:00~13:00,13:00~19:00,9:00~13:00,13:00~19:00,9:00~13:00,13:00~19:00,,,,,田柄2-52-10 第10藤ビル1.3.4.5.6階,35.76916,139.64459
わかしま内科・消化器科,,171-0043,03-5964-8100,,,1,,,,豊島区,13116,要町,3,ー１４ー５,1,,1,1,,1,,11:00~12:00,,11:00~12:00,,11:00~12:00,,11:00~12:00,,11:00~12:00,,11:00~12:00,,,,,,要町３ ー１４ー５,35.73863,139.68878
医療法人社団慈晟会 立花クリニック,,131-0043,03-3616-8216,,,1,,,,墨田区,13107,立花,1-23-3-101,,1,,1,,1,1,,10:00~11:00,14:00~15:00,10:00~11:00,14:00~15:00,10:00~11:00,14:00~15:00,10:00~11:00,14:00~15:00,10:00~11:00,14:00~15:00,10:00~11:00,14:00~15:00,,,,,立花1-23-3-101,35.70655,139.83096
医療法人社団十有会中山耳鼻咽喉科,,125-0061,03-3838-8733,,1,1,1,,,葛飾区,13122,亀有,3-7-7サンセリテ鞠子301,,1,,1,1,1,1,,10:00~13:00,15:00~18:00,10:00~13:00,15:00~18:00,,,10:00~13:00,15:00~18:00,10:00~13:00,15:00~18:00,10:00~13:00,,,,,,亀有3-7-7サンセリテ鞠子301,35.76559,139.84729
ツカモト銀座クリニック,,104-0061,03-6228-6323,,,1,1,,,中央区,13102,銀座,4-3-13， ,コイズミビル7階,1,,1,,1,1,,,,,13:00~15:00,,,,13:00~15:00,,,,,,,英語,,銀座4-3-13， コイズミビル7階,35.67232,139.76451
メディカルクリニック広尾,,150-0012,03-3443-7060,,,1,,,,渋谷区,13113,広尾,５-１６-４-ロイヤルパレス広尾１０３,,1,,1,1,1,1,,9:00~12:30,,9:00~12:30,,9:00~12:00,,,,9:00~12:30,,9:00~12:00,,,,,,広尾５-１６-４-ロイヤルパレス広尾１０３,35.6499,139.72076
岩田医院,,192-0914,042-635-1482,,,1,,,,八王子市,13201,片倉町,４４６-17,,1,,,,,1,,,12:00~13:30,,12:00~13:30,,12:00~13:30,,,,12:00~13:30,,,,,,,片倉町４４６-17,35.64296,139.3427
高幡内科,,191-0031,042-591-2848,,,1,,,,日野市,13212,高幡,1001-3 ,プレミール高幡 3階,1,,1,1,1,1,,,12:00~13:00,,12:00~13:00,,12:00~13:00,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,なし,,高幡1001-3 プレミール高幡 3階,35.66111,139.41304
しながわ在宅クリニック,,143-0021,03-3774-3230,,,1,,,,大田区,13111,北馬込,2002/9/7,,1,,1,1,1,1,,9:00~13:00,,9:00~13:00,,9:00~13:00,,9:00~13:00,,9:00~13:00,,,,,,,,北馬込２-９-７,35.5984,139.70992
耳鼻咽喉科まちの医院,,179-0081,03-3933-2344,,,1,,,,練馬区,13120,北町,1-28-4,,1,,1,1,1,1,,11:00~12:00,15:00~16:00,11:00~12:00,15:00~16:00,,,11:00~12:00,15:00~16:00,11:00~12:00,15:00~16:00,11:00~11:30,,,,,,北町1-28-4,35.76638,139.6644
医療法人社団KSハートメディカル ハートクリニック南千住,,116-0003,03-5604-0810,,1,1,1,,,荒川区,13118,南千住,2007/1/1,アクレスティ南千住３０５,1,,1,1,1,1,,12:30~13:30,,,,,,12:30~13:30,,,,,,,,日本語のみ,,南千住７-１-１ アクレスティ南千住３０５,35.73015,139.79666
日本橋馬喰町クリニック,,103-0002,03-5843-6275,,,1,,,,中央区,13102,日本橋馬喰町,2001/6/1,JU SKYTOWER 日本橋３階,,,,,,,,,17:00~18:00,,17:00~18:00,,17:00~18:00,,,,17:00~18:00,,,,,,,日本橋馬喰町１-６-１ JU SKYTOWER 日本橋３階,35.69364,139.78238
医療法人社団 博悠会 代々木八幡クリニック,,151-0063,03-3465-2662,,,1,,,,渋谷区,13113,富ヶ谷,1-51-4 ,代々木八幡猪山ビル2Ｆ,1,,,,,1,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,,,9:00~12:00,15:00~18:00,,,,,,,富ヶ谷1-51-4 代々木八幡猪山ビル2Ｆ,35.66871,139.68935
まなべファミリークリニック,,134-0085,03-3869-1525,,1,1,1,1,1,江戸川区,13123,南葛西,2006/12/7,,1,,1,1,1,1,,10:00~14:00,17:00~18:00,10:00~14:00,17:00~18:00,9:00~12:00,,10:00~14:00,17:00~18:00,10:00~14:00,17:00~18:00,10:00~14:00,16:00~17:00,,,,,南葛西６-１２-７,35.64955,139.87418
医療法人社団三志会 つちだクリニック,,132-0013,03-5664-1556,,,1,,,,江戸川区,13123,江戸川,１-51-7 ,クリアメゾン１Ｆ,1,,1,1,,1,,,18:00~19:00,,18:00~19:00,,18:00~19:00,,,,18:00~19:00,,,,,なし,,江戸川１-51-7 クリアメゾン１Ｆ,35.68831,139.9054
東京港診療所,,108-0022,03-3451-4620,,1,1,1,,,港区,13103,海岸,3-9-5東京港湾福利厚生センター２階,,1,1,1,1,1,1,,,15:00~17:00,,15:00~17:00,,15:00~17:00,,15:00~17:00,,15:00~17:00,,12:00~13:15,,,日本語,,海岸3-9-5東京港湾福利厚生センター２階,35.63884,139.75388
永仁醫院,,205-0016,042-554-4187,,,1,,,,羽村市,13227,羽加美,1-17-6,,,,1,1,,,,11:00~12:00,,11:00~12:00,,11:00~12:00,,,,11:00~12:00,,12:00~13:00,,,,,,羽加美1-17-6,35.77024,139.30553
医療法人社団大塚耳鼻咽喉科医院,,204-0022,042-492-0287,,,1,,1,1,清瀬市,13221,松山,1-40-21,,1,,1,1,,1,,11:00~12:00,17:00~19:00,11:00~12:00,17:00~19:00,11:00~12:00,17:00~19:00,,17:00~19:00,11:00~12:00,17:00~19:00,,13:30~15:00,,,,,松山1-40-21,35.76819,139.51726
つくし野耳鼻咽喉科,,194-0003,042-796-8733,,,1,,1,1,町田市,13209,小川,1-2-32,,,,1,1,1,,,,0:00~1:00,,0:00~1:00,,0:00~1:00,,0:00~1:00,,,,0:00~1:00,,,英語,,小川1-2-32,35.5265,139.47514
西葛西駅前家族のクリニック,,134-0088,03-5679-7851,,1,1,1,1,1,江戸川区,13123,西葛西,３-１５-１３第一江の本ビル３階,,1,,1,,1,1,,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,,,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,9:00~11:00,13:00~15:00,,,英語,,西葛西３-１５-１３第一江の本ビル３階,35.66505,139.85829
鈴木医院,,108-0071,03-3441-6668,,1,1,,,,港区,13103,白金台,2004/12/11,,,,1,1,,,,,17:00~18:00,,18:00~19:00,,17:00~18:00,11:30~12:30,,,17:00~18:00,11:30~12:30,,,,,,白金台4-12-11,35.63371,139.72882
医療法人社団あいの耳鼻咽喉科医院,,194-0033,042-725-1108,,,1,,,,町田市,13209,木曽町,４９９-１５,,1,,1,1,1,1,,11:00~12:00,18:00~19:00,11:00~12:00,18:00~19:00,11:00~12:00,18:00~19:00,,18:00~19:00,11:00~12:00,18:00~19:00,12:00~13:00,,,,,,木曽町４９９-１５,35.56119,139.42955
医療法人社団英誠会 駒沢公園内科クリニック,,154-0012,03-5779-6603,,,1,,,,世田谷区,13112,駒沢,４-１-１ノア駒沢１階,,,,,,,,,12:30~13:00,,12:30~13:00,,,,12:30~13:00,,12:30~13:00,,12:30~13:00,,,,,,駒沢４-１-１ノア駒沢１階,35.62602,139.65504
医療法人社団 慈昭会 石井医院,,181-0001,042-244-3090,,,1,,1,,三鷹市,13204,井の頭,２丁目３２番３７号,,1,,1,,1,1,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,11:30~12:30,,,,,,井の頭２丁目３２番３７号,35.69359,139.58366
こくぶん医院,,179-0081,03-3933-5550,,1,1,1,,,練馬区,13120,北町,１-３６-１８,,1,,1,,1,1,,,17:00~18:00,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,,,11:00~12:00,17:00~18:00,11:00~12:00,,,,,,北町１-３６-１８,35.76709,139.66663
鈴木内科医院,,140-0011,03-3761-4049,,,1,,,,品川区,13109,東大井,2006/7/3,,,,1,,1,,,,12:30~13:30,,12:30~13:30,,12:30~13:30,,,,12:30~13:30,,12:30~13:30,,,,,東大井6-7-3,35.60482,139.74632
医療法人社団尚香会なかい耳鼻咽喉科クリニック,,171-0021,03-5960-4133,,,1,,1,1,豊島区,13116,豊島区西池袋,５-５-２１ザ・タワーグランディア2Ｆ201号室,,,,,,,,,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,,,9:00~13:00,15:00~18:00,9:00~13:00,,,,,,豊島区西池袋５-５-２１ザ・タワーグランディア2Ｆ201号室,35.73244,139.71547
医療法人社団康野診療所,,183-0011,042-365-3666,,,1,,,,府中市,13206,白糸台,2002/10/2,,1,,1,,,1,,12:00~13:00,17:00~18:00,12:00~13:00,17:00~18:00,,,12:00~13:00,17:00~18:00,12:00~13:00,17:00~18:00,12:00~13:00,,,,,,白糸台2-10-2,35.66837,139.50723
愛全診療所,,196-0014,042-546-7791,,,1,,,,昭島市,13207,田中町,2-25-3,,1,,1,1,1,1,,9:00~10:00,15:00~16:00,,15:00~17:00,9:00~10:00,15:00~16:00,,15:00~17:00,9:00~10:00,15:00~16:00,9:00~11:00,,,,,,田中町2-25-3,35.7049,139.35115
医療法人社団 関戸クリニック,,111-0035,03-3844-8666,,,1,,,,台東区,13106,西浅草,2-14-3,,1,,,,1,1,,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,,,9:00~13:00,15:00~18:00,9:00~13:00,,,,,,西浅草2-14-3,35.71302,139.79182
たなか耳鼻咽喉科,,171-0031,03-3951-0201,,,1,,1,,豊島区,13116,目白,2005/4/7,,1,,1,1,1,,,11:30~12:30,19:00~19:30,11:30~12:30,19:00~19:30,,19:00~19:30,11:30~12:30,19:00~19:30,11:30~12:30,19:00~19:30,12:30~13:30,,,,,,目白5-4-7,35.71899,139.70955
医療法人社団 啓信会 武村医院,,202-0021,090-7901-5737,,,1,,1,,西東京市,13229,東伏見,2005/9/14,,1,,1,1,1,1,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,日本語,,東伏見5-9-14,35.72515,139.55994
にしおぎ耳鼻咽喉科クリニック,,167-0053,03-5941-8691,,,1,,1,,杉並区,13115,西荻南,3-7-6サンパレス西荻パートⅡ-101,,,,1,,1,,,,14:30~15:00,,14:30~15:00,,,,14:30~15:00,,14:30~15:00,,,,,,,西荻南3-7-6サンパレス西荻パートⅡ-101,35.70247,139.60127
まるこハート内科クリニック,,146-0092,03-3750-3311,https://www.maruko-heart.jp,1,1,,,,大田区,13111,下丸子,2001/12/4,,1,,1,,1,1,,11:45~12:15,,,,11:45~12:15,,,,11:45~12:15,,,15:00~16:00,,,,,下丸子1-12-4,35.56791,139.68858
高橋医院,,176-0001,03-3993-3811,,1,1,1,,,練馬区,13120,練馬,4-13-5,,1,,,,,1,,9:00~10:30,16:00~17:00,,,9:00~10:30,16:00~17:00,,,9:00~10:30,16:00~17:30,9:00~11:00,,,,,,練馬4-13-5,35.74124,139.64868
医療法人社団優腎会 優人上石神井クリニック,,177-0044,03-5903-3630,,,1,,,,練馬区,13120,上石神井,1-13-13SKYビル3・4・5・6階,,1,,1,1,,1,,10:00~11:00,14:00~15:00,10:00~11:00,14:00~15:00,10:00~11:00,14:00~15:00,10:00~11:00,14:00~15:00,10:00~11:00,14:00~15:00,10:00~11:00,14:00~15:00,,,,1,上石神井1-13-13SKYビル3・4・5・6階,35.72572,139.59103
医療法人社団鳳優会 荏原ホームケアクリニック,,142-0041,03-5788-6088,,,1,,,,品川区,13109,戸越,５-１４-２４ ,ITOビル５階,1,,1,1,1,1,,9:00~13:00,14:00~18:00,9:00~13:00,14:00~18:00,9:00~13:00,14:00~18:00,9:00~13:00,14:00~18:00,9:00~13:00,14:00~18:00,,,,,,,戸越５-１４-２４ ITOビル５階,35.61015,139.71538
医療法人社団亨洋会 あかいしクリニック,,181-0016,0422-39-5941,,,1,,,,三鷹市,13204,深大寺,2-35-29,,,,,,,,,9:00~12:00,,,,9:00~12:00,,9:00~12:00,,9:00~12:00,,,,,,なし,,深大寺2-35-29,35.69011,139.54066
いとう内科クリニック,,176-0005,03-6761-1171,,1,1,,,1,練馬区,13120,旭丘,2-34-15 , 旭丘ラポール 1F,1,,1,1,1,1,,11:00~12:00,,11:00~12:00,,11:00~12:00,,,,11:00~12:00,,11:00~12:00,,,,,,旭丘2-34-15  旭丘ラポール 1F,35.73816,139.67924
医療法人社団翔和仁誠会調布駅前クリニック耳鼻咽喉科,,182-0024,042-441-5161,,,1,,,,調布市,13208,布田,4-17-10 ,セントラルレジデンス調布3Ｆ,,,,,,,,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,9:00~12:00,14:00~17:00,9:00~13:00,15:00~18:00,9:00~13:00,,,,,,布田4-17-10 セントラルレジデンス調布3Ｆ,35.65083,139.54378
医療法人社団三真会 勝田医院,,193-0803,042-625-2727,,1,1,1,1,,八王子市,13201,楢原町,556-1,,1,,1,,1,1,,11:00~12:00,16:00~18:00,11:00~12:00,16:00~18:00,11:00~12:00,16:00~18:00,,,11:00~12:00,16:00~18:00,11:00~12:00,,,,,,楢原町556-1,35.68401,139.30495
錦糸町駅前クリニック,,130-0022,03-6659-4235,,,1,,,,墨田区,13107,江東橋,4-29-16,,,,,,,,,,,10:00~12:00,,10:00~12:00,,10:00~12:00,,10:00~12:00,,,,,,,1,江東橋4-29-16,35.69601,139.8168
新中野内科外科中央クリニック,,164-0011,03-5340-7661,,,1,1,1,1,中野区,13114,中央,"3丁目31-1FLATone新中野　",1階,1,,1,1,,1,,9:00~13:00,15:30~19:00,,,9:00~13:00,15:30~19:00,9:00~13:00,15:30~19:00,9:00~13:00,15:30~19:00,,14:30~18:00,,,,,"中央3丁目31-1FLATone新中野　1階",35.69802,139.67313
松村医院,,158-0093,03-3702-8358,,,1,1,1,1,世田谷区,13112,上野毛,2003/4/16,,1,,1,1,1,1,,,19:00~21:00,10:00~12:00,14:00~16:00,,,,14:00~16:00,,19:00~21:00,9:00~12:00,,,,英語,,上野毛3-4-16,35.60832,139.63684
医療法人社団ジーザス 熊沢内科クリニック,,192-0362,042-670-3331,,,1,,,,八王子市,13201,松木,31-18,,1,,,,,1,,,,,,,,,,,,,,,,,,松木31-18,35.62318,139.39104
公益財団法人朝日生命成人病研究所附属医院,,103-0002,03-3639-5501,,,1,,,,中央区,13102,日本橋馬喰町,2002/2/6,朝日生命須長ビル２・3・4階,1,,1,,1,1,,,3:00~4:00,,3:00~4:00,,3:00~4:00,,3:00~4:00,,3:00~4:00,,,,,,,日本橋馬喰町2-2-6 朝日生命須長ビル２・3・4階,35.69364,139.78238
あきた内科クリニック,,144-0034,03-5737-5250,,,1,,,,大田区,13111,西糀谷,2002/9/4,,1,,1,1,,1,,,6:00~6:15,,6:00~6:15,,6:00~6:15,,,,6:00~6:15,,12:45~13:00,,,なし,,西糀谷2-9-4,35.55465,139.73654
ひろみこどもクリニック,,186-0004,042-501-0088,,,1,,1,,国立市,13215,中,2-20-9,,1,1,1,1,1,1,,9:00~12:00,3:00~6:00,,3:00~6:00,,,9:00~12:00,3:00~6:00,,3:00~6:00,9:00~12:00,,,,フランス語,,中2-20-9,35.69086,139.44312
医療法人社団うちやまクリニック,,184-0011,042-382-1715,,,1,,,,小金井市,13210,東町,４-４３-１５　,ＭＫジェムズマンション１階,1,,1,1,,1,,12:00~12:30,18:30~19:00,12:00~12:30,18:30~19:00,,,12:00~12:30,18:30~19:00,12:00~12:30,18:30~19:00,12:00~12:30,,,,,,東町４-４３-１５　ＭＫジェムズマンション１階,35.70007,139.52467
熊埜御堂耳鼻咽喉科,,164-0002,03-5345-6201,,,1,,1,,中野区,13114,上高田,2002/1/3,HNB 1階,,,1,1,,,,11:00~12:00,18:00~18:30,11:00~12:00,18:00~18:30,,,11:00~12:00,18:00~18:30,11:00~12:00,18:00~18:30,12:00~13:00,,,,なし,,上高田2-1-3 HNB 1階,35.71045,139.67793
小出クリニック,,194-0036,042-721-2918,,,1,,,,町田市,13209,木曽東,1丁目15番40号,,,,1,1,,,,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,,,12:00~13:00,18:00~19:00,12:00~13:00,16:00~17:00,,,なし,,木曽東1丁目15番40号,35.55858,139.43056
